33635;Shaking Hand
145195;Thumb Up
108421;Thumb Down
116406;Thumb Down
135948;Drumming Fingers
123336;Shaking Hand
80145;Thumb Up
49661;Shaking Hand
146855;No gesture
122433;Zooming Out With Two Fingers
119824;Zooming In With Two Fingers
54964;Thumb Down
42484;Swiping Down
16764;No gesture
146228;No gesture
119370;Swiping Right
61814;Swiping Right
56251;Zooming Out With Two Fingers
21160;Swiping Down
43852;No gesture
10083;Zooming Out With Two Fingers
120138;Swiping Right
46463;Swiping Up
13154;Zooming Out With Two Fingers
109081;Thumb Down
90562;Swiping Left
123835;Drumming Fingers
144527;Shaking Hand
25272;Swiping Up
27115;Swiping Right
39584;Swiping Down
134464;Swiping Right
102132;Thumb Down
31427;Swiping Left
107908;No gesture
7888;No gesture
108604;No gesture
38290;Thumb Down
47375;Swiping Left
132131;Swiping Right
88841;Stop Sign
123228;No gesture
102232;Thumb Down
44988;Zooming In With Two Fingers
95179;Thumb Down
121003;Swiping Down
17879;Swiping Right
131591;Drumming Fingers
81072;Drumming Fingers
141120;Swiping Right
65885;Zooming In With Two Fingers
60676;Shaking Hand
85437;Swiping Down
64355;Thumb Up
126750;Swiping Down
28624;Thumb Down
74581;Swiping Left
31044;Thumb Up
13785;Drumming Fingers
90092;Zooming Out With Two Fingers
99901;No gesture
2925;Thumb Down
25695;Swiping Left
58915;No gesture
113120;Swiping Up
70376;Drumming Fingers
112376;Drumming Fingers
127217;Shaking Hand
75935;No gesture
85551;Thumb Up
112877;No gesture
18793;Swiping Left
85535;Shaking Hand
81785;Swiping Up
64428;Stop Sign
45501;Thumb Down
141820;Zooming In With Two Fingers
119975;Zooming In With Two Fingers
11762;Zooming In With Two Fingers
39776;Swiping Right
5751;Zooming Out With Two Fingers
12187;Zooming In With Two Fingers
64929;Thumb Down
72894;Zooming Out With Two Fingers
111459;Stop Sign
23099;Swiping Down
17726;Swiping Down
2466;Swiping Up
127323;Swiping Right
81827;Drumming Fingers
124939;Swiping Up
74703;Thumb Down
546;Drumming Fingers
132944;No gesture
128243;Drumming Fingers
105074;Thumb Down
18605;Thumb Down
50587;Stop Sign
73339;Swiping Left
74727;Swiping Up
40860;Swiping Up
67201;Zooming In With Two Fingers
81247;Swiping Left
76936;Shaking Hand
140478;Thumb Down
103552;Swiping Right
115808;Zooming In With Two Fingers
127928;Stop Sign
123467;Zooming Out With Two Fingers
130005;Stop Sign
47095;Swiping Down
98162;Zooming Out With Two Fingers
641;Stop Sign
11119;Swiping Up
148074;Drumming Fingers
17177;Swiping Up
66117;Shaking Hand
66755;Zooming Out With Two Fingers
129551;Thumb Up
61779;Drumming Fingers
29331;Zooming Out With Two Fingers
639;Zooming Out With Two Fingers
1048;Zooming Out With Two Fingers
24056;Zooming Out With Two Fingers
21651;No gesture
101693;Shaking Hand
41599;Zooming Out With Two Fingers
100734;Drumming Fingers
116755;No gesture
115513;Swiping Up
70255;No gesture
83196;No gesture
128814;Swiping Left
128898;Zooming Out With Two Fingers
14143;Zooming In With Two Fingers
76313;Shaking Hand
59627;Swiping Down
120598;Shaking Hand
44072;Drumming Fingers
15425;Thumb Down
79306;Zooming In With Two Fingers
118025;Thumb Down
53335;Stop Sign
30677;No gesture
53955;Swiping Down
143634;Swiping Right
92906;Drumming Fingers
80704;Thumb Up
69661;Thumb Down
9099;Zooming In With Two Fingers
146147;Thumb Up
111528;Swiping Down
88183;No gesture
116423;Thumb Down
123281;Thumb Down
16518;Stop Sign
65556;Zooming In With Two Fingers
5895;Stop Sign
101560;Zooming Out With Two Fingers
111059;Thumb Down
35328;Swiping Left
34773;Zooming Out With Two Fingers
3893;Thumb Up
77535;Swiping Up
143403;Shaking Hand
12736;Drumming Fingers
17069;Drumming Fingers
71037;Zooming In With Two Fingers
94806;Stop Sign
14205;Zooming In With Two Fingers
124730;Swiping Right
110196;No gesture
127999;Drumming Fingers
63710;Zooming Out With Two Fingers
15885;Swiping Right
88275;Zooming In With Two Fingers
15777;Stop Sign
105217;Thumb Down
35946;Drumming Fingers
26965;Swiping Left
137079;Thumb Up
91661;Stop Sign
46016;Shaking Hand
74989;Drumming Fingers
64309;Swiping Right
79422;Swiping Up
99523;Swiping Right
44725;Thumb Up
16102;Zooming Out With Two Fingers
98681;Swiping Up
11950;Zooming In With Two Fingers
11245;No gesture
132812;Zooming Out With Two Fingers
83011;Swiping Left
26516;Drumming Fingers
128640;Drumming Fingers
63375;Shaking Hand
110991;Swiping Left
65381;Zooming In With Two Fingers
31678;Swiping Left
141502;Zooming Out With Two Fingers
147726;Zooming Out With Two Fingers
125128;Swiping Left
107174;Swiping Left
15452;Thumb Down
113440;Shaking Hand
41962;Swiping Up
70810;No gesture
115317;Swiping Up
114862;Shaking Hand
66574;Zooming Out With Two Fingers
89599;Swiping Left
83884;Zooming In With Two Fingers
9316;Zooming In With Two Fingers
34432;Shaking Hand
109709;Thumb Down
133538;Stop Sign
84909;Swiping Right
15549;Zooming Out With Two Fingers
91298;Zooming In With Two Fingers
28689;Swiping Right
41712;No gesture
22596;No gesture
49856;Swiping Down
53367;Zooming Out With Two Fingers
103328;Zooming Out With Two Fingers
19944;Zooming In With Two Fingers
84500;Thumb Down
29411;Swiping Down
47595;Zooming Out With Two Fingers
67881;Stop Sign
39123;Swiping Up
95980;No gesture
35175;Shaking Hand
132137;Drumming Fingers
85053;Swiping Down
94269;Zooming In With Two Fingers
41111;Thumb Up
116710;Zooming In With Two Fingers
46794;Drumming Fingers
128711;Thumb Down
40436;Stop Sign
292;Zooming Out With Two Fingers
134446;Stop Sign
43311;Thumb Down
73182;Drumming Fingers
128383;Thumb Down
131247;Thumb Down
26742;Swiping Down
116749;Thumb Down
20999;Shaking Hand
67616;Shaking Hand
137822;Swiping Down
134283;Swiping Left
39779;Swiping Right
112887;Stop Sign
102688;Thumb Down
9028;Swiping Right
130015;Swiping Right
89023;Thumb Up
77795;Zooming In With Two Fingers
48591;Drumming Fingers
74543;No gesture
45368;Zooming Out With Two Fingers
45817;Swiping Up
21589;Swiping Up
13676;Thumb Down
46959;Thumb Up
121502;Swiping Left
124076;Swiping Up
73240;No gesture
63725;Swiping Left
12100;Thumb Up
26820;Shaking Hand
80625;Thumb Down
94110;Swiping Left
6939;Swiping Left
99853;Swiping Right
126009;Stop Sign
51241;Swiping Right
3415;Swiping Left
131724;Swiping Right
70079;Zooming Out With Two Fingers
15899;Drumming Fingers
94156;Swiping Left
43619;Thumb Down
80205;Stop Sign
4158;Thumb Up
126394;Thumb Up
137225;Zooming Out With Two Fingers
115430;Swiping Left
642;Zooming Out With Two Fingers
53154;Zooming Out With Two Fingers
123685;Drumming Fingers
88341;No gesture
106555;Shaking Hand
33431;Swiping Down
60520;Zooming Out With Two Fingers
145387;Shaking Hand
116529;Swiping Down
56854;Thumb Up
28188;Thumb Down
66907;Shaking Hand
104060;Shaking Hand
136150;Swiping Down
42272;Zooming In With Two Fingers
4977;Shaking Hand
79403;Swiping Down
118754;Shaking Hand
34741;Swiping Right
75934;Swiping Down
39387;Stop Sign
100783;Thumb Down
21514;No gesture
125637;Stop Sign
120299;Stop Sign
132499;Thumb Down
118873;Stop Sign
110279;No gesture
82106;Thumb Up
65621;Shaking Hand
2865;Drumming Fingers
91304;Swiping Up
1050;Swiping Right
127114;Swiping Left
59926;Thumb Down
67258;Thumb Up
80584;Swiping Left
118989;Stop Sign
133606;Thumb Up
13702;Zooming In With Two Fingers
127865;No gesture
76338;Shaking Hand
95515;Drumming Fingers
58969;Thumb Up
105702;No gesture
3653;Thumb Up
75958;Swiping Left
134073;Thumb Down
143864;Zooming Out With Two Fingers
60730;Thumb Up
46147;Zooming Out With Two Fingers
87637;Drumming Fingers
147445;Swiping Right
12871;Stop Sign
54923;Swiping Right
61391;Swiping Left
6130;Thumb Down
1928;Thumb Down
50445;Swiping Up
123001;Swiping Up
103466;Zooming Out With Two Fingers
49719;Zooming In With Two Fingers
36426;Thumb Up
37208;Stop Sign
63220;Thumb Up
40192;Thumb Down
116584;Shaking Hand
21906;Zooming Out With Two Fingers
79266;Swiping Left
4863;Shaking Hand
109243;Shaking Hand
4108;Drumming Fingers
103716;Drumming Fingers
122776;Swiping Right
132640;Shaking Hand
92478;Swiping Right
115494;Thumb Up
72849;Swiping Left
56763;Swiping Left
103555;Shaking Hand
120293;Thumb Down
32023;Thumb Up
142300;Thumb Down
75220;Swiping Down
67057;Swiping Left
117989;Swiping Down
33161;Swiping Up
1760;Zooming Out With Two Fingers
5284;Zooming In With Two Fingers
67288;Drumming Fingers
35765;Shaking Hand
19818;Swiping Right
66193;Thumb Up
9496;Drumming Fingers
40961;Swiping Up
35439;Zooming Out With Two Fingers
83568;Stop Sign
87984;Swiping Right
132270;Shaking Hand
40792;No gesture
46929;Zooming Out With Two Fingers
110079;Swiping Down
114800;Stop Sign
122283;Swiping Left
86501;Swiping Up
41529;Thumb Down
36073;Swiping Right
59819;Stop Sign
92080;Zooming In With Two Fingers
116434;Zooming Out With Two Fingers
63478;Drumming Fingers
15660;Swiping Right
114756;Thumb Down
122790;Thumb Down
81649;Thumb Up
66884;Swiping Up
57543;Thumb Down
118371;Swiping Up
68184;Shaking Hand
116013;Drumming Fingers
97694;Swiping Right
98863;Zooming Out With Two Fingers
122690;Drumming Fingers
67688;Thumb Down
129172;Stop Sign
131478;Swiping Down
106921;Swiping Up
29690;Swiping Left
110589;Zooming Out With Two Fingers
111254;No gesture
80940;Stop Sign
80398;Swiping Down
38484;Zooming Out With Two Fingers
56737;Swiping Right
124294;Drumming Fingers
34415;Stop Sign
72152;Thumb Down
11329;Shaking Hand
134297;Stop Sign
27131;Stop Sign
81507;Drumming Fingers
50366;Zooming In With Two Fingers
125080;Thumb Up
114611;Thumb Up
76482;Swiping Right
54121;Zooming Out With Two Fingers
2301;No gesture
49491;Thumb Up
61973;Zooming In With Two Fingers
50747;Swiping Left
96907;Swiping Up
136491;Thumb Down
123349;No gesture
120016;No gesture
125382;Thumb Up
29205;Swiping Left
26778;No gesture
98324;Drumming Fingers
109998;Shaking Hand
51752;Swiping Right
122831;No gesture
138613;Zooming In With Two Fingers
7169;Shaking Hand
138188;No gesture
144236;Swiping Left
63909;Shaking Hand
18703;Swiping Up
69836;Stop Sign
36590;Stop Sign
52367;Zooming Out With Two Fingers
52127;Swiping Up
22980;Zooming In With Two Fingers
89507;Swiping Left
98007;Swiping Up
140686;Thumb Up
70061;Zooming Out With Two Fingers
61827;Zooming In With Two Fingers
91132;Stop Sign
73173;Swiping Left
23668;Swiping Down
124483;Zooming In With Two Fingers
56434;Thumb Down
8803;Shaking Hand
141398;Swiping Left
139068;Thumb Down
43495;Zooming Out With Two Fingers
16410;Swiping Left
33493;Zooming In With Two Fingers
37908;Zooming In With Two Fingers
51064;Swiping Left
35080;No gesture
46072;Swiping Down
90089;Drumming Fingers
110948;Stop Sign
131890;Zooming In With Two Fingers
59550;Thumb Down
110658;Shaking Hand
11830;Swiping Down
77583;Swiping Right
86813;Stop Sign
16863;Zooming Out With Two Fingers
127255;Swiping Left
138814;Swiping Right
128219;Swiping Left
38901;Thumb Up
17090;Thumb Up
143612;Thumb Down
129358;Swiping Right
77140;Drumming Fingers
70990;Swiping Up
2059;Zooming In With Two Fingers
143911;Thumb Down
109433;Swiping Up
123577;Zooming In With Two Fingers
139403;Swiping Right
47931;Swiping Up
136826;Swiping Up
78145;Stop Sign
67961;Drumming Fingers
147697;Thumb Down
123193;Swiping Down
38722;Drumming Fingers
109921;Swiping Right
143101;Swiping Right
82561;Zooming In With Two Fingers
51521;Swiping Left
74953;Zooming In With Two Fingers
34790;Stop Sign
118347;Zooming Out With Two Fingers
26752;Zooming Out With Two Fingers
17477;Drumming Fingers
127754;Swiping Right
133416;Thumb Down
94611;Shaking Hand
79088;Stop Sign
144563;Zooming Out With Two Fingers
28610;Shaking Hand
62489;Swiping Left
54705;Zooming Out With Two Fingers
11101;Thumb Down
139604;Swiping Up
22945;Drumming Fingers
50424;Zooming In With Two Fingers
18582;Zooming In With Two Fingers
59615;Thumb Down
110045;Swiping Up
95617;Stop Sign
118006;No gesture
71793;Drumming Fingers
41234;Shaking Hand
110154;Swiping Left
98772;Zooming Out With Two Fingers
19859;Swiping Up
71165;Shaking Hand
122697;Thumb Up
129810;Swiping Down
87926;Swiping Right
12972;Zooming Out With Two Fingers
66869;Swiping Down
53766;Shaking Hand
130628;Thumb Down
85982;Swiping Up
125134;Stop Sign
73065;Swiping Up
124131;Swiping Down
38377;Swiping Left
2499;Thumb Down
144532;Swiping Down
102514;No gesture
16828;Zooming Out With Two Fingers
109979;Drumming Fingers
76203;Thumb Up
45374;Shaking Hand
35280;Zooming In With Two Fingers
54859;Thumb Up
138779;Swiping Right
27434;Swiping Right
103438;Zooming Out With Two Fingers
17278;No gesture
142784;Thumb Up
110774;Drumming Fingers
79327;Shaking Hand
123627;Swiping Up
114710;Zooming Out With Two Fingers
83395;Swiping Right
93286;Thumb Up
75847;Zooming In With Two Fingers
147220;Swiping Up
65101;Thumb Down
144729;Swiping Up
8883;Zooming In With Two Fingers
38052;Shaking Hand
9540;Thumb Down
38312;Swiping Left
106307;Swiping Down
109054;Stop Sign
145868;Swiping Left
53574;Thumb Down
71045;Stop Sign
26507;Zooming In With Two Fingers
66619;Drumming Fingers
91752;Swiping Up
60223;Swiping Up
144956;Swiping Right
64112;Swiping Right
56927;Zooming In With Two Fingers
32854;Drumming Fingers
74995;Thumb Up
19586;Shaking Hand
94131;No gesture
22983;Shaking Hand
107531;Drumming Fingers
76354;Zooming Out With Two Fingers
111641;Thumb Up
137820;No gesture
21597;Thumb Up
78368;Swiping Up
60288;Shaking Hand
25049;Stop Sign
28691;Swiping Left
76083;Zooming Out With Two Fingers
44435;Swiping Down
77220;Thumb Down
117247;Shaking Hand
17156;Zooming In With Two Fingers
54767;Drumming Fingers
59936;Shaking Hand
42602;Swiping Down
75759;Stop Sign
106853;Thumb Up
60234;Swiping Up
81195;Stop Sign
37611;Swiping Up
104863;Swiping Down
134415;Shaking Hand
25677;Thumb Up
13343;Thumb Down
122444;Swiping Down
33542;Thumb Down
103005;Swiping Up
113693;Zooming Out With Two Fingers
75595;Zooming In With Two Fingers
51781;No gesture
72125;Stop Sign
128979;Swiping Up
106371;Swiping Down
129508;Zooming Out With Two Fingers
46928;Thumb Up
123945;Thumb Up
85566;Swiping Up
26202;Thumb Up
134099;Drumming Fingers
119903;Zooming In With Two Fingers
142435;Zooming Out With Two Fingers
30631;Zooming Out With Two Fingers
116223;Zooming Out With Two Fingers
139338;Thumb Up
26902;Thumb Down
132862;Thumb Up
1292;Swiping Down
112777;No gesture
86;Thumb Up
73669;Shaking Hand
103352;Stop Sign
143473;Zooming In With Two Fingers
43201;Thumb Up
55628;Thumb Up
4201;Swiping Right
62058;Swiping Down
51467;Zooming In With Two Fingers
137821;Zooming Out With Two Fingers
79552;No gesture
97552;Thumb Up
49230;Drumming Fingers
138823;Swiping Up
100328;Shaking Hand
26363;Swiping Up
105686;Swiping Down
87990;No gesture
128888;Stop Sign
10682;Drumming Fingers
7067;Zooming In With Two Fingers
90431;Drumming Fingers
11487;Swiping Down
123604;Zooming Out With Two Fingers
66344;Drumming Fingers
5229;Shaking Hand
51570;Zooming In With Two Fingers
76189;Drumming Fingers
48280;Drumming Fingers
25583;Swiping Left
27827;Thumb Down
58397;Swiping Down
67654;Swiping Left
125829;Swiping Left
123666;Swiping Right
107162;Swiping Left
73789;Thumb Up
90455;Thumb Down
81646;Swiping Left
128199;Swiping Up
89362;Swiping Left
147034;Swiping Up
81421;Drumming Fingers
9566;Swiping Left
111192;Swiping Right
120892;Thumb Down
134281;Zooming Out With Two Fingers
3121;Swiping Left
903;Drumming Fingers
134971;Swiping Left
33867;Swiping Up
136188;Stop Sign
68451;No gesture
91895;Swiping Up
107261;Stop Sign
36152;Swiping Up
49336;Swiping Up
49164;Thumb Up
81122;Thumb Up
60783;Swiping Right
77527;Thumb Up
89281;Shaking Hand
58981;Swiping Left
116213;Thumb Up
101040;Swiping Left
69062;Swiping Right
124485;Thumb Up
47162;Shaking Hand
124473;Thumb Up
58160;Thumb Down
73432;Thumb Down
20329;No gesture
138816;Swiping Left
99326;Thumb Down
60169;Swiping Right
25452;No gesture
19618;Swiping Down
127442;Stop Sign
144203;No gesture
31887;Shaking Hand
131068;Swiping Up
78202;Shaking Hand
75494;Thumb Up
53169;Swiping Up
27538;Zooming Out With Two Fingers
16696;Swiping Right
60306;Shaking Hand
102101;Swiping Down
33620;Thumb Down
102184;Swiping Left
85806;Swiping Up
115307;No gesture
144825;Drumming Fingers
70368;Swiping Left
56897;Stop Sign
3411;No gesture
43362;Zooming Out With Two Fingers
29529;Thumb Down
118750;Shaking Hand
57937;Swiping Up
143098;No gesture
41473;Zooming In With Two Fingers
66090;Zooming In With Two Fingers
106831;No gesture
102375;Zooming Out With Two Fingers
96912;Swiping Right
11622;Zooming Out With Two Fingers
90244;Swiping Up
7782;Thumb Up
62260;Zooming In With Two Fingers
122632;Thumb Up
121795;Thumb Down
138640;Swiping Up
122645;Stop Sign
32672;Stop Sign
38761;Shaking Hand
30935;Drumming Fingers
108463;Swiping Left
147548;Swiping Down
100883;Swiping Right
110074;Thumb Down
92499;Stop Sign
139039;Swiping Down
57531;Swiping Down
113158;Drumming Fingers
44067;Shaking Hand
18707;Shaking Hand
95310;Thumb Up
26384;Zooming In With Two Fingers
59042;Swiping Up
125831;Zooming Out With Two Fingers
144263;Swiping Left
40513;Swiping Up
4003;Swiping Up
113801;Swiping Up
71686;Zooming In With Two Fingers
119645;No gesture
50900;Shaking Hand
28361;No gesture
24817;Shaking Hand
75969;Zooming In With Two Fingers
145602;Swiping Down
138365;Stop Sign
100491;Thumb Down
121919;Shaking Hand
121273;Swiping Up
116608;Thumb Up
17173;Swiping Down
7648;Zooming Out With Two Fingers
74288;No gesture
67837;Shaking Hand
74553;Thumb Up
146289;Thumb Down
92568;No gesture
958;Shaking Hand
80067;Stop Sign
45615;Swiping Left
102814;Swiping Down
132798;Swiping Left
123237;Swiping Down
71523;Swiping Down
131040;Swiping Down
10242;Drumming Fingers
68042;Swiping Up
84880;Stop Sign
111977;No gesture
115137;Drumming Fingers
101355;Swiping Down
78440;Stop Sign
108709;Zooming In With Two Fingers
48601;Thumb Up
9807;Shaking Hand
63316;Swiping Up
115408;No gesture
111388;Thumb Down
43401;No gesture
49657;Swiping Up
125062;Zooming In With Two Fingers
130985;Swiping Down
20067;Swiping Left
30821;Stop Sign
80165;Zooming In With Two Fingers
92006;Thumb Up
12508;Thumb Up
9580;Zooming In With Two Fingers
5745;Swiping Up
119057;Thumb Down
134229;Zooming Out With Two Fingers
112623;Drumming Fingers
3249;Shaking Hand
66136;Thumb Up
85953;Zooming Out With Two Fingers
76791;Swiping Right
123271;Swiping Down
23675;Swiping Right
76450;Shaking Hand
128284;Thumb Down
29431;Zooming In With Two Fingers
31014;Swiping Left
120622;Swiping Right
136183;Shaking Hand
46512;Zooming Out With Two Fingers
34290;Shaking Hand
81124;Swiping Left
113485;Swiping Right
85987;Shaking Hand
72504;No gesture
44726;Swiping Left
85206;Swiping Right
8629;Swiping Down
42791;Zooming In With Two Fingers
